year,month,day,hour,member,weekend,season,temperature,dewpoint,humidity,windspeed,windgust,pressure,precip,precipaccum,weather,rental
2017,9,28,14,388,0,fall,26.67,51,36,18,0,29.9,0,0,1,584
2017,9,28,15,491,0,fall,26.67,52,38,17,25,29.9,0,0,1,718
2017,9,28,16,855,0,fall,26.67,48,32,16,28,29.9,0,0,1,1081
2017,9,28,17,1519,0,fall,26.67,47,31,20,23,29.9,0,0,1,1786
2017,9,28,18,1328,0,fall,26.11,46,31,17,25,29.9,0,0,1,1587
2017,9,28,19,852,0,fall,24.44,47,36,12,0,29.9,0,0,1,1019
2017,9,28,20,512,0,fall,23.33,48,40,12,0,29.9,0,0,1,636
2017,9,28,21,426,0,fall,22.22,49,44,8,0,29.9,0,0,1,537
2017,9,28,22,305,0,fall,21.11,50,49,7,0,30,0,0,1,401
2017,9,28,23,163,0,fall,20.56,50,51,9,0,30,0,0,1,217
2017,9,29,0,86,0,fall,17.78,55,72,5,0,30.1,0,0,2,108
2017,9,29,1,25,0,fall,19.44,50,54,12,0,30,0,0,1,46
2017,9,29,2,25,0,fall,17.78,49,58,13,0,30,0,0,1,31
2017,9,29,3,7,0,fall,17.22,48,58,13,0,30,0,0,1,14
2017,9,29,4,22,0,fall,16.67,49,62,9,0,30,0,0,1,23
2017,9,29,5,97,0,fall,16.11,49,64,8,0,30.1,0,0,1,100
2017,9,29,6,343,0,fall,15,48,67,8,0,30.1,0,0,1,356
2017,9,29,7,885,0,fall,15,48,67,8,0,30.1,0,0,1,924
2017,9,29,8,1292,0,fall,15.56,48,64,5,0,30.1,0,0,1,1380
2017,9,29,9,620,0,fall,16.67,49,62,7,0,30.1,0,0,1,739
2017,9,29,10,311,0,fall,18.89,47,50,0,0,30.1,0,0,1,478
2017,9,29,11,374,0,fall,19.44,45,45,0,0,30.1,0,0,1,622
2017,9,29,12,495,0,fall,20.56,45,42,7,0,30.1,0,0,1,724
2017,9,29,13,547,0,fall,21.67,46,41,6,0,30.1,0,0,1,814
2017,9,29,14,481,0,fall,22.22,45,38,9,0,30.1,0,0,1,754
2017,9,29,15,631,0,fall,23.33,46,37,5,0,30,0,0,2,964
2017,9,29,16,903,0,fall,23.33,46,37,5,0,30,0,0,2,1213
2017,9,29,17,1379,0,fall,23.33,45,35,12,0,30,0,0,1,1701
2017,9,29,18,1005,0,fall,22.78,45,37,9,0,30,0,0,1,1266
2017,9,29,19,585,0,fall,21.67,45,39,0,0,30,0,0,1,747
2017,9,29,20,319,0,fall,20.56,51,53,5,0,30,0,0,1,486
2017,9,29,21,295,0,fall,18.89,52.5,61.5,7.5,0,30.1,0,0,1,417
2017,9,29,22,261,0,fall,17.78,52,65,5,0,30.1,0,0,1,355
2017,9,29,23,196,0,fall,17.78,52,65,3,0,30.1,0,0,1,268
2017,9,30,0,130,1,fall,14.44,43,58,15,0,30.4,0,0,1,185
2017,9,30,1,96,1,fall,18.89,52,61,9,0,30.1,0,0,2,138
2017,9,30,2,63,1,fall,18.33,52,63,7,0,30.1,0,0,2,92
2017,9,30,3,28,1,fall,18.33,51,61,8,0,30.1,0,0,2,38
2017,9,30,4,5,1,fall,18.33,51,61,17,0,30.1,0,0,2,16
2017,9,30,5,16,1,fall,17.22,51,65,13,0,30.1,0,0,1,17
2017,9,30,6,47,1,fall,16.67,49,62,5,0,30.1,0,0,1,58
2017,9,30,7,141,1,fall,15.56,48,64,15,0,30.1,0,0,1,179
2017,9,30,8,305,1,fall,15,48,67,10,0,30.2,0,0,1,393
2017,9,30,9,450,1,fall,16.11,46,58,18,25,30.2,0,0,1,635
2017,9,30,10,619,1,fall,17.22,45,52,15,0,30.2,0,0,1,946
2017,9,30,11,630,1,fall,18.89,46,48,18,26,30.2,0,0,1,1052
2017,9,30,12,641,1,fall,19.44,45,45,22,0,30.2,0,0,2,1152
2017,9,30,13,654,1,fall,18.33,45,48,18,28,30.2,0,0,2,1146
2017,9,30,14,639,1,fall,18.89,44,45,18,26,30.2,0,0,2,1130
2017,9,30,15,603,1,fall,20.56,43,39,22,30,30.2,0,0,2,1162
2017,9,30,16,574,1,fall,20.56,42,38,17,29,30.2,0,0,2,1085
2017,9,30,17,560,1,fall,19.44,42,40,18,0,30.2,0,0,2,989
2017,9,30,18,528,1,fall,18.89,43,43,17,11.5,30.3,0,0,1,825
2017,9,30,19,368,1,fall,17.22,42,46,17,0,30.3,0,0,1,583
2017,9,30,20,249,1,fall,16.67,43,50,17,0,30.3,0,0,1,378
2017,9,30,21,208,1,fall,16.11,43,52,17,0,30.3,0,0,1,309
2017,9,30,22,187,1,fall,15.56,44,55,12,0,30.3,0,0,1,286
2017,9,30,23,148,1,fall,14.44,43,58,14,0,30.3,0,0,1,227
2017,10,1,0,116,1,fall,15,51,75,0,0,30.3,0,0,1,172
2017,10,1,1,93,1,fall,13.89,43,59,14,0,30.4,0,0,1,138
2017,10,1,2,48,1,fall,13.33,43,62,14,0,30.4,0,0,1,70
2017,10,1,3,44,1,fall,12.78,42,62,13,0,30.4,0,0,1,55
2017,10,1,4,10,1,fall,11.67,43,69,10,0,30.4,0,0,1,17
2017,10,1,5,23,1,fall,11.11,43,71,10,0,30.4,0,0,1,28
2017,10,1,6,29,1,fall,11.67,43,69,13,0,30.4,0,0,1,36
2017,10,1,7,87,1,fall,11.11,43,71,8,0,30.4,0,0,1,97
2017,10,1,8,205,1,fall,11.67,44,71,8,0,30.4,0,0,1,270
2017,10,1,9,358,1,fall,13.33,44,64,7,0,30.4,0,0,1,526
2017,10,1,10,482,1,fall,15.56,46,60,9,0,30.4,0,0,1,736
2017,10,1,11,538,1,fall,16.67,46,56,6,0,30.4,0,0,1,910
2017,10,1,12,629,1,fall,18.33,46,50,5,0,30.4,0,0,1,1091
2017,10,1,13,602,1,fall,19.44,47,49,6,0,30.4,0,0,1,1054
2017,10,1,14,610,1,fall,20,46,45,0,0,30.4,0,0,1,1107
2017,10,1,15,613,1,fall,21.11,46,42,9,0,30.3,0,0,1,1083
2017,10,1,16,675,1,fall,21.11,46,42,0,0,30.3,0,0,1,1126
2017,10,1,17,582,1,fall,20.56,46,44,0,0,30.3,0,0,1,1000
2017,10,1,18,634,1,fall,20,48,49,8,0,30.3,0,0,1,961
2017,10,1,19,446,1,fall,18.33,47,52,7,0,30.3,0,0,1,605
2017,10,1,20,268,1,fall,17.78,48,56,6,0,30.3,0,0,1,385
2017,10,1,21,173,1,fall,16.67,52,70,3,0,30.3,0,0,1,266
2017,10,1,22,116,1,fall,16.11,53,75,0,0,30.3,0,0,1,165
2017,10,1,23,74,1,fall,15.56,51,72,0,0,30.3,0,0,1,104
2017,10,2,0,36,0,fall,17.22,54,72,6,0,30.5,0,0,1,63
2017,10,2,1,10,0,fall,13.89,50,77,0,0,30.3,0,0,1,17
2017,10,2,2,10,0,fall,13.89,52,83,3,0,30.3,0,0,1,11
2017,10,2,3,4,0,fall,13.33,51,84,0,0,30.3,0,0,1,7
2017,10,2,4,16,0,fall,12.78,50,83,0,0,30.3,0,0,2,18
2017,10,2,5,101,0,fall,11.67,50,89,3,0,30.3,0,0,1,103
2017,10,2,6,355,0,fall,11.67,49,86,0,0,30.4,0,0,1,365
2017,10,2,7,857,0,fall,12.22,50,86,0,0,30.4,0,0,1,895
2017,10,2,8,1186,0,fall,12.78,50,83,0,0,30.4,0,0,1,1266
2017,10,2,9,498,0,fall,15.56,54,80,0,0,30.4,0,0,1,584
2017,10,2,10,224,0,fall,16.67,53,72,3,0,30.4,0,0,1,352
2017,10,2,11,307,0,fall,18.89,54,65,3,0,30.4,0,0,1,455
2017,10,2,12,394,0,fall,20.56,49,49,5,0,30.4,0,0,1,526
2017,10,2,13,439,0,fall,21.67,50,47,3,0,30.4,0,0,1,619
2017,10,2,14,353,0,fall,22.22,51,48,7,0,30.4,0,0,1,539
2017,10,2,15,494,0,fall,22.22,50,46,6,0,30.4,0,0,1,654
2017,10,2,16,847,0,fall,22.78,49,42,3,0,30.4,0,0,1,1082
2017,10,2,17,1571,0,fall,22.78,50,44,6,0,30.4,0,0,1,1810
2017,10,2,18,1192,0,fall,22.22,52,49,6,0,30.4,0,0,1,1354
2017,10,2,19,728,0,fall,21.11,54,57,12,0,30.4,0,0,1,843
2017,10,2,20,434,0,fall,19.44,54,63,9,0,30.4,0,0,1,502
2017,10,2,21,285,0,fall,17.78,54,70,6,0,30.4,0,0,1,323
2017,10,2,22,167,0,fall,17.78,53,67,5,0,30.4,0,0,1,200
2017,10,2,23,96,0,fall,17.22,53,70,3,0,30.4,0,0,1,112
2017,10,3,0,41,0,fall,17.22,57,81,6,0,30.5,0,0,1,57
2017,10,3,2,8,0,fall,16.11,55,81,0,0,30.5,0,0,1,9
2017,10,3,3,5,0,fall,14.44,54,87,3,0,30.5,0,0,1,6
2017,10,3,4,18,0,fall,14.44,54,87,6,0,30.5,0,0,1,20
2017,10,3,5,113,0,fall,13.33,53,90,6,0,30.5,0,0,1,118
2017,10,3,6,399,0,fall,13.89,53,87,5,0,30.5,0,0,1,405
2017,10,3,7,1040,0,fall,13.89,54,89,7,0,30.5,0,0,1,1086
2017,10,3,8,1394,0,fall,14.44,55,90,7.5,0,30.6,0,0,1,1474
2017,10,3,9,588,0,fall,15.56,56,86,5,0,30.6,0,0,1,672
2017,10,3,10,252,0,fall,18.33,57,75,6,0,30.6,0,0,1,334
2017,10,3,11,331,0,fall,20.56,54,58,5,0,30.6,0,0,1,445
2017,10,3,12,465,0,fall,21.67,52,51,5,0,30.6,0,0,1,618
2017,10,3,13,445,0,fall,22.22,51,48,5,0,30.6,0,0,1,610
2017,10,3,14,360,0,fall,22.78,49,42,9,0,30.6,0,0,1,494
2017,10,3,15,494,0,fall,23.33,50,43,5,0,30.5,0,0,1,682
2017,10,3,16,855,0,fall,23.89,43,32,5,0,30.5,0,0,1,1048
2017,10,3,17,1532,0,fall,22.78,48,41,9,0,30.5,0,0,1,1810
2017,10,3,18,1242,0,fall,22.22,51,48,8,0,30.5,0,0,1,1440
2017,10,3,19,735,0,fall,20.56,52,54,7,0,30.5,0,0,1,856
2017,10,3,20,422,0,fall,20,55,63,5,0,30.5,0,0,1,525
2017,10,3,21,322,0,fall,18.89,56,70,6,0,30.5,0,0,1,375
2017,10,3,22,204,0,fall,17.78,57,78,5,0,30.5,0,0,1,255
2017,10,3,23,121,0,fall,17.22,56,78,3,0,30.5,0,0,1,132
2017,10,4,0,34,0,fall,17.78,59,84,5,0,30.3,0,0,1,40
2017,10,4,1,26,0,fall,16.67,57,84,6,0,30.5,0,0,1,37
2017,10,4,2,11,0,fall,15.56,56,86,5,0,30.5,0,0,1,15
2017,10,4,3,2,0,fall,15,56,90,3,0,30.5,0,0,1,3
2017,10,4,4,11,0,fall,15,56,90,0,0,30.5,0,0,1,16
2017,10,4,5,128,0,fall,14.44,56,93,3,0,30.5,0,0,1,136
2017,10,4,6,415,0,fall,14.44,55,90,3,0,30.5,0,0,1,430
2017,10,4,7,987,0,fall,13.89,54,89,5,0,30.5,0,0,1,1031
2017,10,4,8,1352,0,fall,14.44,55,90,3,0,30.5,0,0,1,1428
2017,10,4,9,556,0,fall,16.11,56,83,5,0,30.5,0,0,1,646
2017,10,4,10,292,0,fall,17.78,59,84,9,0,30.5,0,0,1,404
2017,10,4,11,343,0,fall,20,58,70,10,0,30.4,0,0,1,474
2017,10,4,12,471,0,fall,21.67,58,63,12,0,30.4,0,0,1,623
2017,10,4,13,408,0,fall,22.78,58,59,9,0,30.4,0,0,1,552
2017,10,4,14,353,0,fall,23.33,58,57,9,0,30.4,0,0,1,505
2017,10,4,15,496,0,fall,24.44,58,54,10,0,30.3,0,0,1,664
2017,10,4,16,872,0,fall,24.44,58,54,10,0,30.3,0,0,1,1057
2017,10,4,17,1547,0,fall,24.44,59,56,14,0,30.3,0,0,1,1793
2017,10,4,18,1305,0,fall,23.89,58,55,8,0,30.3,0,0,1,1507
2017,10,4,19,796,0,fall,21.67,61,70,8,0,30.3,0,0,1,914
2017,10,4,20,491,0,fall,20.56,59,70,7,0,30.3,0,0,1,571
2017,10,4,21,409,0,fall,19.44,59,76,9,0,30.3,0,0,1,472
2017,10,4,22,235,0,fall,18.89,60,81,7,0,30.3,0,0,1,282
2017,10,4,23,117,0,fall,18.33,60,84,6,0,30.3,0,0,1,144
2017,10,5,0,46,0,fall,21.11,65,84,0,0,30.1,0,0,1,57
2017,10,5,1,22,0,fall,17.22,58,84,7,0,30.3,0,0,1,31
2017,10,5,2,22,0,fall,16.67,57,84,8,0,30.2,0,0,1,30
2017,10,5,3,10,0,fall,15.83,56.5,86.5,6.5,0,30.2,0,0,1,13
2017,10,5,4,10,0,fall,16.11,56,83,10,0,30.2,0,0,1,14
2017,10,5,5,104,0,fall,15.56,55,83,8,0,30.2,0,0,1,109
2017,10,5,6,393,0,fall,15.56,54,80,7.5,0,30.2,0,0,1,409
2017,10,5,7,989,0,fall,15,54,83,5,0,30.2,0,0,1,1033
2017,10,5,8,1349,0,fall,16.11,55,81,3,0,30.2,0,0,2,1450
2017,10,5,9,544,0,fall,17.78,56,75,5,0,30.2,0,0,2,644
2017,10,5,10,266,0,fall,19.44,57,70,7,0,30.2,0,0,2,363
2017,10,5,11,373,0,fall,20.56,59,70,9,0,30.2,0,0,2,507
2017,10,5,12,492,0,fall,22.22,60,66,9,0,30.2,0,0,2,605
2017,10,5,13,466,0,fall,24.44,61,60,12,0,30.1,0,0,2,609
2017,10,5,14,392,0,fall,26.67,57,45,7,0,30.1,0,0,2,573
2017,10,5,15,494,0,fall,26.11,64,60,13,0,30.1,0,0,2,682
2017,10,5,16,829,0,fall,26.11,65,62,12,0,30.1,0,0,2,1059
2017,10,5,17,1499,0,fall,26.67,64,58,12,0,30.1,0,0,2,1767
2017,10,5,18,1257,0,fall,24.44,65,69,8,0,30.1,0,0,2,1495
2017,10,5,19,769,0,fall,23.33,65,73,7,0,30.1,0,0,2,926
2017,10,5,20,441,0,fall,22.78,63,71,7,0,30.1,0,0,2,524
2017,10,5,21,363,0,fall,22.78,64,73,5,0,30.1,0,0,2,446
2017,10,5,22,276,0,fall,22.22,63,73,5,0,30.1,0,0,2,344
2017,10,5,23,156,0,fall,21.67,65,81,5,0,30.1,0,0,2,202
2017,10,6,0,75,0,fall,21.67,65,81,7,0,30.1,0,0,2,106
2017,10,6,1,42,0,fall,20.56,66,90,3,0,30.1,0,0,2,63
2017,10,6,2,26,0,fall,20.56,64,84,3,0,30.1,0,0,2,39
2017,10,6,3,8,0,fall,20.56,64,84,6,0,30.1,0,0,2,11
2017,10,6,4,15,0,fall,20,62,81,3,0,30.1,0,0,2,18
2017,10,6,5,95,0,fall,19.44,62,84,0,0,30.1,0,0,2,101
2017,10,6,6,331,0,fall,18.89,62,87,5,0,30.1,0,0,2,353
2017,10,6,7,820,0,fall,18.89,62,87,5,0,30.1,0,0,2,867
2017,10,6,8,1195,0,fall,18.33,62,90,6,0,30.1,0,0,2,1287
2017,10,6,9,542,0,fall,20,62,81,8,0,30.1,0,0,2,673
2017,10,6,10,355,0,fall,20.56,63,81,7,0,30.1,0,0,2,544
2017,10,6,11,367,0,fall,22.22,63,73,7,0,30.1,0,0,2,579
2017,10,6,12,543,0,fall,23.89,62,64,6,0,30.1,0,0,2,761
2017,10,6,13,535,0,fall,26.67,63,56,5,0,30.1,0,0,2,833
2017,10,6,14,480,0,fall,26.67,62,54,9,0,30.1,0,0,2,785
2017,10,6,15,593,0,fall,27.78,63,52,9,0,30.1,0,0,2,938
2017,10,6,16,953,0,fall,27.78,63,52,10,0,30,0,0,1,1298
2017,10,6,17,1332,0,fall,27.22,64,56,10,0,30,0,0,1,1746
2017,10,6,18,1007,0,fall,26.11,64,60,7,0,30,0,0,2,1344
2017,10,6,19,609,0,fall,25.56,62,58,7,0,30,0,0,2,801
2017,10,6,20,365,0,fall,23.89,65,71,5,0,30,0,0,2,522
2017,10,6,21,300,0,fall,24.44,62,62,0,0,30,0,0,2,439
2017,10,6,22,348,0,fall,23.33,63,68,5,0,30.1,0,0,1,500
2017,10,6,23,252,0,fall,22.22,65,78,0,0,30.1,0,0,1,377
2017,10,7,0,150,1,fall,24.44,73,91,13,0,30,0,0,3,241
2017,10,7,1,87,1,fall,21.11,64,81,8,0,30.1,0,0,2,158
2017,10,7,2,64,1,fall,20.56,64,84,7,0,30.1,0,0,1,91
2017,10,7,3,34,1,fall,20.56,64,84,7,0,30.1,0,0,1,54
2017,10,7,4,12,1,fall,20,63,84,7,0,30.1,0,0,1,21
2017,10,7,5,23,1,fall,20,63,84,9,0,30.1,0,0,1,29
2017,10,7,6,54,1,fall,19.44,63,87,6,0,30.1,0,0,2,66
2017,10,7,7,142,1,fall,18.33,62,90,5,0,30.1,0,0,2,170
2017,10,7,8,293,1,fall,19.44,63,87,7,0,30.1,0,0,2,384
2017,10,7,9,442,1,fall,21.11,65,84,7,0,30.1,0,0,1,673
2017,10,7,10,522,1,fall,22.22,65,78,9,0,30.1,0,0,1,928
2017,10,7,11,617,1,fall,24.44,66,71,10,0,30.1,0,0,1,1185
2017,10,7,12,627,1,fall,26.67,66,62,13,0,30.1,0,0,1,1264
2017,10,7,13,671,1,fall,27.78,67,60,12,0,30.1,0,0,1,1324
2017,10,7,14,639,1,fall,27.78,66,58,13,0,30,0,0,1,1369
2017,10,7,15,658,1,fall,28.33,66,56,15,0,30,0,0,1,1433
2017,10,7,16,644,1,fall,28.89,68,58,15,0,30,0,0,1,1360
2017,10,7,17,647,1,fall,27.78,70,67,13,0,30,0,0,1,1233
2017,10,7,18,525,1,fall,27.22,72,74,12,0,30,0,0,1,1015
2017,10,7,19,356,1,fall,26.67,71,74,12,0,30,0,0,2,671
2017,10,7,20,314,1,fall,25.56,72,81,12,0,30,0,0,1,541
2017,10,7,21,315,1,fall,25,72,84,10,0,30,0,0,1,547
2017,10,7,22,206,1,fall,24.44,72,87,10,0,30,0,0,1,413
2017,10,7,23,173,1,fall,24.17,72,88.5,9,0,30,0,0,1,307
2017,10,8,0,108,1,fall,24.44,75,97,6,0,29.9,0.1,0,2,190
2017,10,8,1,95,1,fall,24.44,73,91,13,0,30,0,0,2,168
2017,10,8,2,62,1,fall,24.44,73,91,14,0,30,0,0,2,100
2017,10,8,3,40,1,fall,24.44,73,91,14,0,29.9,0,0,2,79
2017,10,8,4,15,1,fall,24.44,73,91,14,0,29.9,0,0,2,22
2017,10,8,5,10,1,fall,23.89,74,96,15,0,29.9,0,0,3,17
2017,10,8,6,61,1,fall,24.07,74,95.33,13.67,0,29.9,0,0,3,86
2017,10,8,7,86,1,fall,24.44,74,94,13,0,29.9,0,0,2,136
2017,10,8,8,158,1,fall,24.44,74,94,8,0,29.9,0,0,3,219
2017,10,8,9,222,1,fall,24.44,75,97,7.5,0,30,0,0,3,360
2017,10,8,10,317,1,fall,25,75,94,8,0,30,0,0,2,484
2017,10,8,11,389,1,fall,25.74,74.67,88.33,10.67,0,30,0,0,2,679
2017,10,8,12,488,1,fall,26.39,74,82.5,9,0,30,0,0,2,869
2017,10,8,13,476,1,fall,27.78,74,76,12,0,30,0,0,2,899
2017,10,8,14,492,1,fall,27.78,73,74,10,0,29.9,0,0,2,970
2017,10,8,15,509,1,fall,27.78,74,76,13,0,29.9,0,0,2,956
2017,10,8,16,427,1,fall,27.78,75,79,12,0,29.9,0,0,2,848
2017,10,8,17,447,1,fall,27.22,75,82,6,0,29.9,0,0,2,861
2017,10,8,18,424,1,fall,26.67,76,87,6,0,29.9,0,0,2,760
2017,10,8,19,339,1,fall,26.11,76,90,5,0,29.9,0,0,2,526
2017,10,8,20,251,1,fall,26.02,76,90.5,1.5,0,29.9,0,0,2,410
2017,10,8,21,231,1,fall,25.97,76,90.75,7,0,29.9,0,0,2,368
2017,10,8,22,154,1,fall,25.56,75,90,10,0,29.9,0,0,2,244
2017,10,8,23,102,1,fall,25.28,75,92,8,0,29.95,0,0,2,153
2017,10,9,0,64,0,fall,25,74,90,5,0,30,0,0,2,91
2017,10,9,1,45,0,fall,25,75,94,8,0,29.9,0,0,2,76
2017,10,9,2,23,0,fall,24.44,74,94,10,0,29.9,0,0,2,34
2017,10,9,3,13,0,fall,24.44,73,91,12.5,0,29.9,0,0,2,17
2017,10,9,4,12,0,fall,24.44,72.5,89,13.5,0,29.9,0,0,2,19
2017,10,9,5,30,0,fall,24.17,72,88,15,0,29.9,0,0,2,33
2017,10,9,6,33,0,fall,23.89,73,94,15,0,29.9,0,0,3,36
2017,10,9,7,44,0,fall,23.33,73,97,15,0,29.9,0.1,0,3,45
2017,10,9,8,144,0,fall,23.47,73.25,96.75,19.25,27.25,29.88,0.2,0.12,3,154
2017,10,9,9,132,0,fall,23.89,73.5,95,21.5,29,29.9,0.05,0,3,159
2017,10,9,10,173,0,fall,24.17,75,98.5,17.5,0,29.9,0,0,3,220
2017,10,9,11,308,0,fall,24.44,75,97,15.5,11.5,29.9,0,0,3,449
2017,10,9,12,374,0,fall,25.56,75,90,14,0,29.9,0,0,2,565
2017,10,9,13,407,0,fall,26.67,76,87,16,0,29.9,0,0,2,648
2017,10,9,14,419,0,fall,28.33,76,79,15,11.5,29.8,0,0,1,641
2017,10,9,15,473,0,fall,29.44,76,74,16,23,29.8,0,0,2,809
2017,10,9,16,636,0,fall,29.44,75,72,13,0,29.8,0,0,2,887
2017,10,9,17,860,0,fall,29.44,75,72,12,0,29.9,0,0,2,1186
2017,10,9,18,839,0,fall,28.89,75,74,12,0,29.9,0,0,2,1074
2017,10,9,19,533,0,fall,27.22,75,82,10,0,29.9,0,0,2,692
2017,10,9,20,373,0,fall,26.67,76,87,7,0,29.9,0,0,2,475
2017,10,9,21,256,0,fall,27.22,76,85,8,0,29.9,0,0,1,346
2017,10,9,22,147,0,fall,26.67,76,87,3,0,29.9,0,0,2,216
2017,10,9,23,121,0,fall,26.67,75,85,6,0,30,0,0,2,158
2017,10,10,0,36,0,fall,24.44,71,85,7,0,30.1,0,0,2,58
2017,10,10,1,15,0,fall,24.44,74,94,0,0,30,0,0,1,26
2017,10,10,2,8,0,fall,24.44,74,94,5,0,30,0,0,1,14
2017,10,10,3,4,0,fall,23.89,71,87,7,0,30,0,0,1,5
2017,10,10,4,18,0,fall,23.33,72,93,0,0,30,0,0,2,24
2017,10,10,5,110,0,fall,22.78,71,93,0,0,30,0,0,1,112
2017,10,10,6,397,0,fall,22.78,71,93,0,0,30,0,0,1,414
2017,10,10,7,917,0,fall,22.78,71,93,3,0,30.1,0,0,2,982
2017,10,10,8,1262,0,fall,23.33,71,91,3,0,30.1,0,0.1,2,1349
2017,10,10,9,512,0,fall,24.44,72,87,0,0,30.1,0,0,2,604
2017,10,10,10,247,0,fall,26.11,71,77,0,0,30.1,0,0,2,364
2017,10,10,11,275,0,fall,26.67,70,71,3,0,30.1,0,0,2,425
2017,10,10,12,334,0,fall,27.78,69,65,0,0,30.1,0,0,1,520
2017,10,10,13,375,0,fall,28.89,69,61,0,0,30.1,0,0,1,588
2017,10,10,14,336,0,fall,28.89,68,58,0,0,30.1,0,0,1,558
2017,10,10,15,445,0,fall,29.44,70,61,5,0,30,0,0,2,620
2017,10,10,16,734,0,fall,28.89,68,58,0,0,30,0,0,2,1025
2017,10,10,17,1515,0,fall,29.44,68,57,0,0,30,0,0,2,1843
2017,10,10,18,1165,0,fall,28.33,70,65,8,0,30,0,0,2,1415
2017,10,10,19,701,0,fall,26.67,72,76,3,0,30,0,0,2,850
2017,10,10,20,407,0,fall,26.11,71,77,0,0,30.1,0,0,2,518
2017,10,10,21,328,0,fall,26.11,71,77,0,0,30.1,0,0,2,416
2017,10,10,22,237,0,fall,25,71,82,9,0,30.1,0,0,2,287
2017,10,10,23,97,0,fall,24.44,71,85,7,0,30.1,0,0,2,136
2017,10,11,0,53,0,fall,19.44,66,97,7,0,30,0,0,2,65
2017,10,11,1,13,0,fall,23.89,71.5,88.5,6,0,30.1,0,0,2,16
2017,10,11,2,15,0,fall,23.89,73,94,6.5,0,30,0,0,2,22
2017,10,11,3,9,0,fall,23.61,73,95.5,8.5,0,30,0,0,4,11
2017,10,11,4,8,0,fall,23.33,73,97,4.67,0,30,0,0,4,11
2017,10,11,5,131,0,fall,23.06,72,93.5,7,0,30,0,0,2,135
2017,10,11,6,378,0,fall,23.33,71,91,8,0,30,0,0,2,389
2017,10,11,7,887,0,fall,23.06,70.5,90,5.5,0,30,0,0,2,920
2017,10,11,8,1217,0,fall,22.78,71,93,6.5,0,30,0,0,2,1284
2017,10,11,9,523,0,fall,23.61,71,89,11.5,0,30.05,0,0,2,590
2017,10,11,10,269,0,fall,23.33,71,91,7,0,30.1,0,0,3,338
2017,10,11,11,315,0,fall,23.33,70.5,89,10,0,30,0,0,2,457
2017,10,11,12,419,0,fall,23.61,70,85.5,9,0,30,0,0,2,515
2017,10,11,13,384,0,fall,23.33,70,87,10,0,30,0,0,2,527
2017,10,11,14,306,0,fall,23.89,70,84,8,0,30,0,0,2,428
2017,10,11,15,469,0,fall,23.89,70,84,13,0,30,0,0,3,619
2017,10,11,16,764,0,fall,23.33,70,87,12,0,30,0,0,2,886
2017,10,11,17,961,0,fall,22.59,70.67,92.67,7.67,0,30,0,0,3,1094
2017,10,11,18,688,0,fall,22.22,71,97,8.33,0,30,0,0,3,760
2017,10,11,19,398,0,fall,21.53,70,97,8,0,30,0,0,3,437
2017,10,11,20,304,0,fall,21.11,70,100,7,0,30,0,0,2,331
2017,10,11,21,233,0,fall,21.11,69,97,7,0,30,0,0,2,256
2017,10,11,22,143,0,fall,20.56,68,96,9,0,30,0,0,3,170
2017,10,11,23,97,0,fall,19.72,66.75,97.25,10,0,30,0,0,3,113
2017,10,12,0,22,0,fall,18.7,61,85.67,10,0,30.13,0,0,3,26
2017,10,12,1,14,0,fall,19.44,66.5,98.5,10.5,0,30.1,0,0,3,15
2017,10,12,2,13,0,fall,19.44,67,100,10,0,30.05,0.1,0,3,13
2017,10,12,3,7,0,fall,19.72,66.5,96.5,10.5,0,30.1,0,0,2,8
2017,10,12,4,14,0,fall,19.44,64,90,15,0,30.1,0,0,3,17
2017,10,12,5,90,0,fall,19.44,64,90,16,0,30.1,0,0,2,93
2017,10,12,6,347,0,fall,19.44,62,84,20,0,30.1,0,0,2,359
2017,10,12,7,879,0,fall,18.89,61,84,16,0,30.1,0,0,2,917
2017,10,12,8,1211,0,fall,18.89,61,84,21,0,30.1,0,0.1,2,1270
2017,10,12,9,560,0,fall,18.89,60,81,15,23,30.2,0,0,2,625
2017,10,12,10,276,0,fall,18.89,59,78,16,25,30.2,0,0,2,387
2017,10,12,11,259,0,fall,18.33,58,78,15,23,30.2,0,0,2,359
2017,10,12,12,323,0,fall,17.78,58,80,15,23,30.2,0,0,3,451
2017,10,12,13,345,0,fall,17.78,57.5,78.5,16,0,30.2,0,0,3,449
2017,10,12,14,320,0,fall,17.78,58,80,15.5,25,30.2,0,0,2,492
2017,10,12,15,467,0,fall,17.78,58,80,13,21,30.2,0,0,2,629
2017,10,12,16,736,0,fall,17.78,55,72,15,0,30.2,0,0,2,896
2017,10,12,17,1270,0,fall,17.22,55,75,12,0,30.3,0,0,3,1481
2017,10,12,18,1028,0,fall,16.67,56,80,14,0,30.3,0,0,3,1155
2017,10,12,19,709,0,fall,16.67,55,78,12,0,30.3,0,0,3,834
2017,10,12,20,427,0,fall,16.67,54,75,13,21,30.3,0,0,3,496
2017,10,12,21,291,0,fall,16.67,52,70,10,0,30.3,0,0,2,341
2017,10,12,22,203,0,fall,16.67,51,67,10,0,30.3,0,0,2,255
2017,10,12,23,131,0,fall,16.11,52,72,9,0,30.3,0,0,2,162
2017,10,13,0,163,0,fall,17.22,62,97,8,0,30.3,0,0,2,187
2017,10,13,1,231,0,fall,16.11,51,70,14,0,30.3,0,0,2,323
